"","","","","","","","","","","","","","","","","","","","習慣化","楽しく勉強","兄弟姉妹","ベビークモン","先生に感謝","本が好き","プリント","計算力UP","やっててよかった","自主的","やる気","友だち","集中力UP","TOEFL","自信がつく","試験に役立つ","自分のペース","基礎力","無料体験学習","リスニング","英検","スポーツと両立","読解力","歌が好きに","仕事に役立つ","考える力","コミュニケーション","留学","音読","E-pencil","医師","ネイティブ","理系大学","志望校合格","暗算","経営者（経営学）","就職"
"45","くもん行くもん","「あ～り」「あ～し」「あめ」くもんで習った単語をお話ししながら教室に向かいます<br>
楽しみながら学習できるので、くもんが大好きです<br>
ひらがなを読む練習をしているので、絵本も大好きになりました","https://photo.kumon.ne.jp/photo/600/20170629212716-5954f224-0bb8-4cdc-9621-0935ac1f0ecb.jpg?1498739305","https://photo.kumon.ne.jp/photo/240/20170629212716-5954f224-0bb8-4cdc-9621-0935ac1f0ecb.jpg?1498739305","-","はるちゃん","-","","","","","","","","","","","","","〇","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","くもんで朝活中","毎朝、くもんを頑張ってやっている姿をみて、すごいなーと感心しております。継続は力なり。応援しています！","https://photo.kumon.ne.jp/photo/600/20170629212026-5954f08a-e264-4af6-bb0b-2498ac1f0ecb.jpg?1499045156","https://photo.kumon.ne.jp/photo/240/20170629212026-5954f08a-e264-4af6-bb0b-2498ac1f0ecb.jpg?1499045156","-","ゆあ","-","","","","","","","","","","","〇","〇","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","くもん楽しかった～","今日くもんで学んだこと、頑張ったこと<br>
たくさんお話ししながらの帰り道。<br>
一番嬉しいのは「先生がほめてくれたこと」<br>
兄妹仲良く通ってくれて、とても嬉しいです☆","https://photo.kumon.ne.jp/photo/600/20170629211632-5954efa0-bf54-4dd3-a18f-2446ac1f0ecb.jpg?1498738655","https://photo.kumon.ne.jp/photo/240/20170629211632-5954efa0-bf54-4dd3-a18f-2446ac1f0ecb.jpg?1498738655","-","メイプル","-","","","〇","〇","","","","","〇","〇","〇","〇","","〇","","〇","","","","","","","〇","","","","","〇","","","","","","","","","","","","","","","","","","","",""
"48","英語もはじめたよー！！","公文のある生活に慣れ、やってる姿はなかなかたのもしいかんじです(*´?`*)<br>
これからもがんばれー！！","https://photo.kumon.ne.jp/photo/600/20170629204145-5954e779-a004-41f8-9d43-6775ac1f0ecb.jpg?1499045218","https://photo.kumon.ne.jp/photo/240/20170629204145-5954e779-a004-41f8-9d43-6775ac1f0ecb.jpg?1499045218","-","じゅんじゅん","-","","","","","","","","","","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","くもんはじめたよ?","公文の時間を自分できめて必死にやってる姿をみるとすごいなっておもいます！！<br>
お兄ちゃんに負けないくらいがんばれー！！","https://photo.kumon.ne.jp/photo/600/20170629203441-5954e5d1-8cd4-4811-8121-2a9eac1f0ecb.jpg?1499045241","https://photo.kumon.ne.jp/photo/240/20170629203441-5954e5d1-8cd4-4811-8121-2a9eac1f0ecb.jpg?1499045241","-","ゆうゆう","-","","","","","","","","","","","〇","〇","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","梅雨でも元気に くもんいくもん♪","「今日は くもん の日だよね？」と言いながら、<br>
自ら支度をして出発。<br>
これからも楽しく頑張ってね。","https://photo.kumon.ne.jp/photo/600/20170629185752-5954cf20-d8ac-4331-8a6a-0950ac1f0ecb.jpg?1498730553","https://photo.kumon.ne.jp/photo/240/20170629185752-5954cf20-d8ac-4331-8a6a-0950ac1f0ecb.jpg?1498730553","-","ジャスミン","-","","","","","","","","","","","","〇","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","数字が好きになりました","KUMONをはじめてから数字、ひらがなが身近な友達みたいになって毎日親しみを込めてプリントをしています。親が日々の成長が手にとるようにわかるのも魅力で、これからも色々と吸収していってほしいです！","https://photo.kumon.ne.jp/photo/600/20170629111155-595461eb-d85c-4bd2-9014-73f5ac1f0ecb.jpg?1499045624","https://photo.kumon.ne.jp/photo/240/20170629111155-595461eb-d85c-4bd2-9014-73f5ac1f0ecb.jpg?1499045624","-","ゆずゆず","-","","","","","","","","","〇","","","","〇","","","","","〇","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","せんせいく～","ベビーくもんから始めくもんに切り替え6カ月が経ちました。最初は離れて教室に入る時泣いてた時もあったのですが、今ではせんせいく～、終わると先生たのしたった。と言っています。お勉強はあいうえおの歌や童謡を歌ったり絵本を1人で読んだり、机に置いておいた宿題もこなすようになりました。<br>
半年で随分成長した娘を見て、続けて良かったな。と、主人と話していました。","https://photo.kumon.ne.jp/photo/600/20170628225422-5953b50e-d7b4-4f98-bc19-369dac1f0ecb.jpg?1499045640","https://photo.kumon.ne.jp/photo/240/20170628225422-5953b50e-d7b4-4f98-bc19-369dac1f0ecb.jpg?1499045640","-","nico","-","〇","","","","","","","","","","","","","","〇","〇","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","さんすうをもっとがんばる！","少しずつ難しい計算になり、つまずきながらも頑張っている娘。幼稚園での七夕の短冊のお願い事に「さんすうをもっとがんばる」と書いたことを教えてくれました。難しくても、解けた時の嬉しさがたまらないようです(笑)","https://photo.kumon.ne.jp/photo/600/20170628163930-59535d32-bc3c-45a8-ad30-3346ac1f0ecb.jpg?1498635624","https://photo.kumon.ne.jp/photo/240/20170628163930-59535d32-bc3c-45a8-ad30-3346ac1f0ecb.jpg?1498635624","-","topa","-","","〇","","","","","","","〇","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","1人でできるもん！","「1人でできるよー！ママは見とってー！」と言って宿題をする息子。KUMONを始めて少しずつ集中力が身についてきました。","https://photo.kumon.ne.jp/photo/600/20170628163315-59535bbb-bd50-4ee0-85fd-1783ac1f0ecb.jpg?1499045654","https://photo.kumon.ne.jp/photo/240/20170628163315-59535bbb-bd50-4ee0-85fd-1783ac1f0ecb.jpg?1499045654","-","あみママ","-","","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","",""
"55","くもんがんばるもん","公文を始めてから『集中力』が身に付き出しました。<br>
<br>
始めた当初は宿題をさせるのも一苦労でしたが今では短い時間で集中して宿題をすることができています。","https://photo.kumon.ne.jp/photo/600/20170628154244-59534fe4-311c-4ccb-96c3-36a1ac1f0ecb.jpg?1499045683","https://photo.kumon.ne.jp/photo/240/20170628154244-59534fe4-311c-4ccb-96c3-36a1ac1f0ecb.jpg?1499045683","-","さとみん","-","","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","",""
"56","毎日のﾙｰﾃｨｰﾝ完了！","公文で身に付いたことは継続は力なり。就学前に公文を始めたことで、すんなり算数や音読、英単語に抵抗なく入る事ができ、自分の身につけることができました。<br>
<br>
毎日学校、お稽古事、公文と忙しい毎日ですがこの続けられた学習が自分のチカラとなり、自己向上に役立つはずです！
ママといっしょにがんばっていこう！","https://photo.kumon.ne.jp/photo/600/20170628152918-59534cbe-82c0-4234-8d59-4677ac1f0ecb.jpg?1498631462","https://photo.kumon.ne.jp/photo/240/20170628152918-59534cbe-82c0-4234-8d59-4677ac1f0ecb.jpg?1498631462","-","せんぽち","-","","","","","","","","","〇","〇","〇","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","〇","","","","","","","",""
"57","三兄弟で始めたよ","毎日毎日、大変なこともあるけれど、泣き、笑いながら継続は力なり。やり遂げる力、座る習慣がしっかりついてきたね！","https://photo.kumon.ne.jp/photo/600/20170628131801-59532df9-5bf0-41a7-8cf4-3326ac1f0ecb.jpg?1498623599","https://photo.kumon.ne.jp/photo/240/20170628131801-59532df9-5bf0-41a7-8cf4-3326ac1f0ecb.jpg?1498623599","-","えり","-","","","","","","","","","","","","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58","美味しいなぁ～","兄にぃが特に大好きなマーク標識カード。一緒に見てると僕もカード大好きに！！このカードは美味しいなぁ～。笑 2歳の兄と公文カードにはまってます^ - ^","https://photo.kumon.ne.jp/photo/600/20170628130049-595329f1-dc04-4a29-af17-3015ac1f0ecb.jpg?1498622531","https://photo.kumon.ne.jp/photo/240/20170628130049-595329f1-dc04-4a29-af17-3015ac1f0ecb.jpg?1498622531","-","兄にぃもBaby公文から","-","〇","","","","","","","","","","","","","〇","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59","パパと娘2人の大切な時間","生後１ヶ月で体験教室に行きbabykumonをはじめました。毎日読み聞かせを夫婦で行っています。生後２ヶ月で絵本への興味を示し、真剣に絵本を見る時や声や体で感情を表すようになりました。絵本を聞く姿はとてもいとおしく感じます。パパとの大切なコミュニケーションの時間にもなってます。これからも頑張ろうね！","https://photo.kumon.ne.jp/photo/600/20170627223435-59525eeb-1c2c-48ae-b357-7953ac1f0ecb.jpg?1498570569","https://photo.kumon.ne.jp/photo/240/20170627223435-59525eeb-1c2c-48ae-b357-7953ac1f0ecb.jpg?1498570569","-","あいちゃんママ","-","〇","","","","","","","","","","","","","","〇","","〇","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","",""
"60","３人そろったね♪","いい刺激もらってます！","https://photo.kumon.ne.jp/photo/600/20170627215209-595254f9-a394-4978-b2e3-3468ac1f0ecb.jpg?1499045700","https://photo.kumon.ne.jp/photo/240/20170627215209-595254f9-a394-4978-b2e3-3468ac1f0ecb.jpg?1499045700","-","みいな","-","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","",""
"61","メガネ掛けて～宿題やろーっと！","お姉ちゃんの影響で一緒にくもんの宿題をやっている所。なぜか、メガネは必須アイテム！<br>
真剣な表情で取り組んでるけど…メガネ逆だよ～(笑)<br>
「見てー！ママできたよ」と嬉しそうに報告してくれる姿も、全部かわいいよー！","https://photo.kumon.ne.jp/photo/600/20170627215159-595254ef-5a54-4e8e-af45-7fdcac1f0ecb.jpg?1498567931","https://photo.kumon.ne.jp/photo/240/20170627215159-595254ef-5a54-4e8e-af45-7fdcac1f0ecb.jpg?1498567931","-","さなママ","-","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62","仲良くお勉強☆","娘はKUMONを習い始めて2年1ヶ月、息子は6ヶ月が経ちました。2人共楽しく教室に通っています。娘は算数でまだ学校で習っていない問題をスラスラと解いていて、計算力の凄さにビックリです！！息子はだんだんとひらがなが読めるようになってきました。また、簡単な文字は書けるようになりました。CMでの「やっててよかった公文式」という言葉は本当だなぁと日々実感しています。これからも2人の力に期待したいです☆","https://photo.kumon.ne.jp/photo/600/20170627214757-595253fd-69d4-4d58-84a6-406fac1f0ecb.jpg?1499045723","https://photo.kumon.ne.jp/photo/240/20170627214757-595253fd-69d4-4d58-84a6-406fac1f0ecb.jpg?1499045723","-","りー&るーママ","-","","","〇","","","","","","〇","","","","","〇","","","","","〇","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63","いってきまーーす！","くもんを始めて1年！宿題もしっかりやって頑張っているね！これからも毎日コツコツ頑張ってね！応援しているよ！","https://photo.kumon.ne.jp/photo/600/20170627214428-5952532c-ed98-48b3-80a8-0f05ac1f0ecb.jpg?1498567575","https://photo.kumon.ne.jp/photo/240/20170627214428-5952532c-ed98-48b3-80a8-0f05ac1f0ecb.jpg?1498567575","-","かえママ","-","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64","大好きKUMON！！","姉弟2人で楽しくKUMONに通っています。どんどん力がついてきてるのが分かり、習わせててよかったなぁと思います☆これからも仲良く勉強を頑張って欲しいです。頑張れー！！","https://photo.kumon.ne.jp/photo/600/20170627213632-59525150-4008-4d59-893f-02e4ac1f0ecb.jpg?1499045737","https://photo.kumon.ne.jp/photo/240/20170627213632-59525150-4008-4d59-893f-02e4ac1f0ecb.jpg?1499045737","-","りー&るーママ","-","","","","","","","","","","","","","","〇","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
